LEAGUE;DATE;TIME;HOME;AWAY;TIP 1;PROB1;USCITO1;TIP 2;PROB2;USCITO12;TIP 3;PROB3;USCITO13;TIP 4;PROB4;USCITO14
ITA3;24/01/2021;17:00;Pontedera;Olbia;UN 1.5 HT;0.8333;;;;;;;;;;
ITA3;24/01/2021;17:30;Pro Sesto;Juventus U23;UN 1.5 HT;0.8333;x;;;;;;;;;
ITA4;24/01/2021;14:30;Legnago Salus;Vis Pesaro;UN 1.5 HT;0.7944;x;;;;;;;;;
ITA4;24/01/2021;15:00;Matelica;Triestina;OV 0.5 HT ;0.7944;x;;;;;;;;;
ITA4;24/01/2021;15:00;Sambenedettese;Carpi;OV 0.5 HT ;0.7125;x;;;;;;;;;
ITA4;24/01/2021;15:00;Sudtirol;Ravenna;OV 0.5 HT ;0.7833;x;;;;;;;;;
ITA4;24/01/2021;17:30;Cesena;Virtus Verona;UN 1.5 HT;0.7889;;;;;;;;;;
ITA5;24/01/2021;15:00;Vibonese;Cavese;UN 1.5 HT;0.7222;;UN 2.5 FT;0.7222;x;;;;;;
ITA5;24/01/2021;15:00;Viterbese;Ternana;OV 0.5 HT ;0.7500;x;;;;;;;;;
ITA5;24/01/2021;17:30;Turris;Avellino;OV 0.5 HT ;0.7639;x;UN 1.5 HT;0.8264;x;UN 2.5 FT;0.7639;x;;;
POR1;24/01/2021;16:00;Maritimo;Pacos Ferreira;UN 1.5 HT;0.8333;x;;;;;;;;;
POR1;24/01/2021;18:30;Moreirense;Portimonense;UN 1.5 HT;0.7143;;;;;;;;;;
POR1;24/01/2021;21:15;Famalicao;Guimaraes;OV 0.5 HT ;0.7619;x;;;;;;;;;
POR2;24/01/2021;15:00;Chaves;Arouca;UN 1.5 HT;0.8661;x;UN 2.5 FT;0.7321;;;;;;;
TUR1;24/01/2021;14:00;Denizlispor;F. Karagumruk;OV 0.5 HT ;0.7778;x;;;;;;;;;
TUR1;24/01/2021;14:00;Y. Malatyaspor;Galatasaray;OV 0.5 HT ;0.8889;;;;;;;;;;
TUR1;24/01/2021;17:00;Besiktas;Goztepe;UN 1.5 HT;0.7222;x;;;;;;;;;
TUR1;24/01/2021;17:00;Gaziantep;Hatayspor;UN 1.5 HT;0.7222;x;;;;;;;;;
TUR2;24/01/2021;14:00;Giresunspor;Balikesirspor;UN 1.5 HT;0.7778;x;;;;;;;;;
TUR2;24/01/2021;17:00;Samsunspor;Altay;UN 1.5 HT;0.8194;x;;;;;;;;;
BRA1;25/01/2021;00:30;Fluminense;Botafogo;OV 0.5 HT ;0.7667;;GG FT;0.7000;;;;;;;
BRA1;25/01/2021;00:00;Corinthians;Bragantino;UN 1.5 HT;0.7333;x;;;;;;;;;
BRA2;25/01/2021;21:00;Operario PR;Chapecoense;UN 1.5 HT;0.7778;x;;;;;;;;;
ESP1;25/01/2021;21:00;Athletic Bilbao;Getafe;UN 1.5 HT;0.7639;;NG FT;0.7639;;;;;;;
ESP2;25/01/2021;21:00;Cartagena;Mirandes;UN 1.5 HT;0.7000;;;;;;;;;;
NED2;25/01/2021;18:45;Jong Ajax;Go Ahead Eagles;OV 0.5 HT ;0.7500;;;;;;;;;;
NED2;25/01/2021;21:00;FC Eindhoven;NEC Nijmegen;OV 0.5 HT ;0.7500;x;;;;;;;;;
POR1;25/01/2021;15:30;Belenenses;Tondela;OV 0.5 HT ;0.7024;x;;;;;;;;;
POR1;25/01/2021;17:30;Rio Ave;Santa Clara;UN 1.5 HT;0.7738;;;;;;;;;;
POR1;25/01/2021;21:15;Farense;FC Porto;OV 0.5 HT ;0.7738;x;;;;;;;;;
POR2;25/01/2021;16:00;FC Porto B;Benfica B;OV 0.5 HT ;0.8125;;GG FT;0.7500;x;;;;;;
TUR1;25/01/2021;14:00;Kasimpasa;Sivasspor;OV 0.5 HT ;0.8333;x;;;;;;;;;
TUR1;25/01/2021;17:00;Alanyaspor;Ankaragucu;OV 0.5 HT ;0.7778;x;;;;;;;;;
TUR1;25/01/2021;17:00;Fenerbahce;Kayserispor;OV 0.5 HT ;0.7778;x;;;;;;;;;
AUT1;26/01/2021;18:30;Admira Wacker;Austria Wien;OV 0.5 HT ;0.7738;;;;;;;;;;
AUT1;26/01/2021;18:30;Sturm Graz;Hartberg;OV 0.5 HT ;0.7619;x;UN 1.5 HT;0.7024;;;;;;;
BEL1;26/01/2021;18:45;Beveren;KV Mechelen;OV 0.5 HT ;0.7500;x;;;;;;;;;
BEL1;26/01/2021;18:45;Eupen;Antwerp;OV 0.5 HT ;0.7727;x;UN 1.5 HT;0.7273;;;;;;;
BEL1;26/01/2021;21:00;Mouscron;Anderlecht;UN 1.5 HT;0.7727;x;;;;;;;;;
BRA1;26/01/2021;00:00;Corinthians;Bragantino;UN 1.5 HT;0.7333;;;;;;;;;;
BRA1;26/01/2021;00:00;Palmeiras;Vasco da Gama;OV 0.5 HT ;0.7667;x;;;;;;;;;
BRA2;26/01/2021;23:15;Oeste;Parana;OV 0.5 HT ;0.7222;;;;;;;;;;
BRA2;26/01/2021;01:30;Vitoria;Botafogo SP;UN 1.5 HT;0.7222;x;UN 2.5 FT;0.7222;x;;;;;;
GER2;26/01/2021;18:30;Erzgebirge Aue;Wurzburger K.;OV 0.5 HT ;0.7500;;;;;;;;;;
GER2;26/01/2021;20:30;Braunschweig;Heidenheim;OV 0.5 HT ;0.7083;x;;;;;;;;;
GER2;26/01/2021;20:30;Dusseldorf;Hamburger SV;OV 0.5 HT ;0.7500;;;;;;;;;;
GER2;26/01/2021;20:30;Osnabruck;Greuther Furth;OV 0.5 HT ;0.8819;x;GG FT;0.7083;;;;;;;
GER3;26/01/2021;19:00;Mannheim;Dynamo Dresden;OV 0.5 HT ;0.9500;;OV 1.5 HT;0.7000;x;GG FT;0.7000;;;;
GER3;26/01/2021;19:00;Wehen Wiesbaden;Viktoria Koln;OV 0.5 HT ;0.7222;x;;;;;;;;;
GER3;26/01/2021;19:00;Zwickau;MSV Duisburg;UN 1.5 HT;0.7889;;;;;;;;;;
ENG1;26/01/2021;19:00;Crystal Palace;West Ham Utd;OV 0.5 HT ;0.7222;x;;;;;;;;;
ENG1;26/01/2021;21:15;Southampton;Arsenal;OV 0.5 HT ;0.7778;x;NG FT;0.7778;;;;;;;
ENG1;26/01/2021;21:15;West Brom;Manchester City;OV 0.5 HT ;0.7708;x;;;;;;;;;
ENG2;26/01/2021;20:00;Bristol City;Huddersfield;UN 1.5 HT;0.7500;;;;;;;;;;
ENG2;26/01/2021;20:00;Millwall;Watford;UN 1.5 HT;0.7803;x;UN 2.5 FT;0.8258;x;;;;;;
ENG3;26/01/2021;18:30;Accrington;Hull City;OV 0.5 HT ;0.7222;;UN 1.5 HT;0.7083;x;;;;;;
ENG3;26/01/2021;19:00;Gillingham;Crewe Alexandra;UN 1.5 HT;0.7386;;;;;;;;;;
ENG3;26/01/2021;20:00;Doncaster;AFC Wimbledon;OV 0.5 HT ;0.7867;x;;;;;;;;;
ENG3;26/01/2021;20:00;Milton Keynes;Charlton;OV 0.5 HT ;0.7622;x;UN 1.5 HT;0.7483;x;UN 2.5 FT;0.7028;x;;;
ENG3;26/01/2021;20:00;Peterborough;Bristol Rovers;OV 0.5 HT ;0.8136;;;;;;;;;;
ENG3;26/01/2021;20:00;Portsmouth;Lincoln City;UN 1.5 HT;0.7250;x;;;;;;;;;
ENG3;26/01/2021;20:00;Rochdale;Oxford Utd;OV 0.5 HT ;0.8182;x;;;;;;;;;
ENG3;26/01/2021;20:00;Swindon Town;Plymouth;OV 0.5 HT ;0.8667;x;;;;;;;;;
ENG3;26/01/2021;20:00;Wigan Athletic;Blackpool;UN 1.5 HT;0.7167;;;;;;;;;;
ENG3;26/01/2021;20:45;Fleetwood;Northampton;OV 0.5 HT ;0.7591;;UN 1.5 HT;0.8591;x;;;;;;
ENG3;26/01/2021;20:45;Ipswich Town;Sunderland;UN 1.5 HT;0.7750;x;NG FT;0.7250;x;;;;;;
ENG4;26/01/2021;19:00;Exeter City;Morecambe;OV 0.5 HT ;0.7348;x;;;;;;;;;
ENG4;26/01/2021;20:00;Scunthorpe;Port Vale;OV 0.5 HT ;0.7083;x;;;;;;;;;
ENG4;26/01/2021;20:00;Stevenage;Colchester Utd;UN 1.5 HT;0.8258;;;;;;;;;;
ESP2;26/01/2021;19:00;Alcorcon;Albacete;UN 1.5 HT;0.7500;;NG FT;0.8500;;;;;;;
FRA2;26/01/2021;19:00;Valenciennes;Paris FC;OV 0.5 HT ;0.7222;;UN 1.5 HT;0.7222;x;;;;;;
NED1;26/01/2021;18:45;PEC Zwolle;Heracles Alemlo;UN 1.5 HT;0.8333;;;;;;;;;;
NED1;26/01/2021;20:00;FC Emmen;PSV Eindhoven;OV 0.5 HT ;10.000;;GG FT;0.8889;;;;;;;
NED1;26/01/2021;21:00;FC Groningen;ADO Den Haag;UN 1.5 HT;0.7778;;;;;;;;;;
POR1;26/01/2021;20:45;Sporting Braga;Gil Vicente;UN 1.5 HT;0.8452;x;;;;;;;;;
POR1;26/01/2021;22:15;Boavista;Sporting CP;OV 0.5 HT ;0.8333;x;;;;;;;;;
POR2;26/01/2021;16:00;Vilafranquense;Vizela;UN 1.5 HT;0.7857;x;;;;;;;;;
SCO2;26/01/2021;20:45;Raith Rovers;Hearts;OV 0.5 HT ;0.8000;x;;;;;;;;;
AUT1;27/01/2021;18:30;Salzburg;Ried;OV 0.5 HT ;0.7500;x;OV 2.5 FT;0.7500;x;GG FT;0.7500;;;;
AUT1;27/01/2021;18:30;WSG Tirol;R. Altach;OV 0.5 HT ;0.7500;x;;;;;;;;;
AUT1;27/01/2021;20:30;Wolfsberger AC;LASK Linz;OV 0.5 HT ;0.7857;;;;;;;;;;
BEL1;27/01/2021;18:45;Beerschot-Wil.;Kortrijk;OV 0.5 HT ;0.7000;;;;;;;;;;
BEL1;27/01/2021;18:45;KRC Genk;Zulte-Waregem;OV 0.5 HT ;0.9045;x;GG FT;0.7091;x;;;;;;
BEL1;27/01/2021;21:00;Charleroi;OH Leuven;UN 1.5 HT;0.7273;x;;;;;;;;;
BEL1;27/01/2021;21:00;Gent;Sint-Truiden;OV 0.5 HT ;0.8136;x;;;;;;;;;
GER2;27/01/2021;20:30;FC Nurnberg;Regensburg;OV 0.5 HT ;0.8194;;;;;;;;;;
GER2;27/01/2021;20:30;Karlsruher SC;Hannover 96;OV 0.5 HT ;0.9444;;;;;;;;;;
GER2;27/01/2021;20:30;Paderborn;Holstein Kiel;OV 0.5 HT ;0.7500;x;;;;;;;;;
GER3;27/01/2021;19:00;FC Ingolstadt;Hallescher;OV 0.5 HT ;0.7222;x;;;;;;;;;
GER3;27/01/2021;19:00;Hansa Rostock;Saarbrücken;OV 0.5 HT ;0.7778;x;;;;;;;;;
GER3;27/01/2021;19:00;Magdeburg;1860 Munchen;OV 0.5 HT ;0.8333;x;;;;;;;;;
GER3;27/01/2021;19:00;VfB Lubeck;Unterhaching;UN 1.5 HT;0.8333;x;;;;;;;;;
GER6;27/01/2021;14:00;Bonner SC;FC Koln B;OV 0.5 HT ;0.8000;x;;;;;;;;;
GER6;27/01/2021;14:00;M'gladbach B;Dortmund B;UN 1.5 HT;0.7222;x;;;;;;;;;
ENG1;27/01/2021;19:00;Burnley;Aston Villa;OV 0.5 HT ;0.7083;x;UN 1.5 HT;0.8264;x;NG FT;0.7083;;;;
ENG1;27/01/2021;19:00;Chelsea;Wolverhampton;OV 0.5 HT ;0.7222;;;;;;;;;;
ENG1;27/01/2021;20:30;Brighton;Fulham;GG FT;0.7014;;;;;;;;;;
ENG1;27/01/2021;21:15;Manchester Utd;Sheffield Utd;UN 1.5 HT;0.7222;x;;;;;;;;;
ENG2;27/01/2021;20:00;Barnsley;Cardiff City;UN 1.5 HT;0.7841;x;;;;;;;;;
ENG2;27/01/2021;20:00;Middlesbrough;Rotherham;UN 1.5 HT;0.8220;x;;;;;;;;;
ENG2;27/01/2021;20:00;Swansea City;Brentford;UN 1.5 HT;0.7348;x;;;;;;;;;
FRA2;27/01/2021;19:00;Chambly;Niort;UN 1.5 HT;0.7000;x;;;;;;;;;
NED1;27/01/2021;18:45;AZ Alkmaar;FC Utrecht;OV 0.5 HT ;0.8125;;GG FT;0.7500;;;;;;;
NED1;27/01/2021;20:00;RKC Waalwijk;Fortuna Sittard;UN 1.5 HT;0.7222;x;;;;;;;;;
NED1;27/01/2021;20:00;VVV;Vitesse Arnhem;OV 0.5 HT ;0.8889;x;GG FT;0.7222;x;;;;;;
NED1;27/01/2021;21:00;Heerenveen;Feyenoord;OV 0.5 HT ;0.8889;x;;;;;;;;;
ITA2;27/01/2021;19:00;Chievo;Cittadella;OV 0.5 HT ;0.8819;x;;;;;;;;;
ITA4;27/01/2021;15:00;Carpi;FeralpiSalo;OV 0.5 HT ;0.7222;x;;;;;;;;;
ITA5;27/01/2021;15:00;Juve Stabia;Casertana;OV 0.5 HT ;0.7083;x;UN 1.5 HT;0.7014;x;;;;;;
SCO1;27/01/2021;19:00;Dundee Utd;St. Mirren;UN 1.5 HT;0.8750;;;;;;;;;;
SCO1;27/01/2021;19:00;Ross County;Motherwell;OV 0.5 HT ;0.8712;x;;;;;;;;;
SCO1;27/01/2021;19:00;St. Johnstone;Aberdeen;UN 1.5 HT;0.7667;x;UN 2.5 FT;0.7667;x;NG FT;0.7667;x;;;
SCO1;27/01/2021;20:45;Hibernian;Rangers;OV 0.5 HT ;0.8365;;;;;;;;;;
SCO2;27/01/2021;19:30;Greenock Morton;Inverness;OV 0.5 HT ;0.7750;x;UN 1.5 HT;0.8750;;;;;;;
BEL1;28/01/2021;18:45;Cercle Brugge;Club Brugge;OV 0.5 HT ;0.7727;x;;;;;;;;;
BEL1;28/01/2021;21:00;Oostende;Standard Liege;UN 1.5 HT;0.7273;x;;;;;;;;;
BRA1;28/01/2021;23:00;Bahia;Corinthians;OV 0.5 HT ;0.7000;x;UN 1.5 HT;0.8000;;;;;;;
BRA1;28/01/2021;00:00;Gremio;Flamengo;OV 0.5 HT ;0.7333;x;UN 1.5 HT;0.7000;x;;;;;;
SUI1;28/01/2021;20:30;Sion;FC Basel;X HT;0.7857;;UN 0.5 HT;0.7143;;UN 1.5 HT;0.7857;;;;
GER2;28/01/2021;20:30;Sankt Pauli;Bochum;OV 0.5 HT ;0.8125;x;;;;;;;;;
ENG1;28/01/2021;21:00;Tottenham;Liverpool;OV 0.5 HT ;0.7778;x;;;;;;;;;
NED1;28/01/2021;18:45;Sparta;FC Twente;OV 0.5 HT ;0.9444;;GG FT;0.7708;;;;;;;
NED1;28/01/2021;21:00;Ajax Amsterdam;Willem II;OV 0.5 HT ;0.8889;;;;;;;;;;
BEL1;29/01/2021;20:45;Antwerp;Beveren;OV 0.5 HT ;0.7981;x;UN 1.5 HT;0.7179;;GG FT;0.7179;x;;;
BEL2;29/01/2021;20:00;Lommel SK;Deinze;OV 0.5 HT ;0.8661;x;GG FT;0.7321;x;;;;;;
BRA2;29/01/2021;20:00;Figueirense;Ponte Preta;UN 1.5 HT;0.7222;;;;;;;;;;
BRA2;29/01/2021;23:15;Botafogo SP;Operario PR;UN 1.5 HT;0.8333;x;;;;;;;;;
BRA2;29/01/2021;23:15;CRB;Cuiaba;UN 1.5 HT;0.8333;;;;;;;;;;
BRA2;29/01/2021;01:30;America MG;Avai;OV 0.5 HT ;0.7500;x;UN 1.5 HT;0.7778;;;;;;;
BRA2;29/01/2021;01:30;Brasil de P.;Vitoria;UN 1.5 HT;0.7778;x;;;;;;;;;
BRA2;29/01/2021;01:30;Chapecoense;Confianca;UN 1.5 HT;0.8056;x;UN 2.5 FT;0.7778;;;;;;;
BRA2;29/01/2021;01:30;Guarani;Juventude;OV 0.5 HT ;0.8056;x;;;;;;;;;
BRA2;29/01/2021;01:30;Parana;Cruzeiro;UN 1.5 HT;0.8333;x;UN 2.5 FT;0.7500;x;;;;;;
SUI2;29/01/2021;19:00;Kriens;Wil;OV 0.5 HT ;0.8125;;;;;;;;;;
SUI2;29/01/2021;19:00;Lausanne Ouchy;Thun;UN 1.5 HT;0.9375;;GG FT;0.8036;x;;;;;;
SUI2;29/01/2021;19:00;Neuchatel Xamax;Chiasso;OV 0.5 HT ;0.7500;;;;;;;;;;
GER1;29/01/2021;20:30;Stuttgart;FSV Mainz;OV 0.5 HT ;0.8125;;GG FT;0.8125;;;;;;;
GER2;29/01/2021;18:30;Greuther Furth;Erzgebirge Aue;OV 0.5 HT ;0.7708;x;;;;;;;;;
GER2;29/01/2021;18:30;Wurzburger K.;Dusseldorf;OV 0.5 HT ;0.7778;x;UN 1.5 HT;0.7222;;;;;;;
ENG4;29/01/2021;20:00;Colchester Utd;Scunthorpe;OV 0.5 HT ;0.7841;x;;;;;;;;;
ESP1;29/01/2021;21:00;Valladolid;Huesca;OV 0.5 HT ;0.7000;x;UN 1.5 HT;0.7000;x;GG FT;0.7000;x;;;
ESP2;29/01/2021;21:00;Real Zaragoza;Ponferradina;UN 1.5 HT;0.7727;x;;;;;;;;;
FRA1;29/01/2021;21:00;Lyon;Bordeaux;OV 0.5 HT ;0.7500;x;;;;;;;;;
NED2;29/01/2021;18:45;Helmond Sport;Telstar;OV 0.5 HT ;0.7000;x;;;;;;;;;
NED2;29/01/2021;18:45;Jong PSV;Jong Ajax;OV 0.5 HT ;0.9000;x;GG FT;0.7500;x;;;;;;
NED2;29/01/2021;21:00;De Graafschap;TOP Oss;OV 0.5 HT ;0.8500;x;;;;;;;;;
NED2;29/01/2021;21:00;NEC Nijmegen;Jong Utrecht;OV 0.5 HT ;0.7000;;;;;;;;;;
ITA1;29/01/2021;20:45;Torino;Fiorentina;OV 0.5 HT ;0.7222;;;;;;;;;;
ITA2;29/01/2021;21:00;Vicenza;Venezia;UN 1.5 HT;0.7222;x;;;;;;;;;
POL1;29/01/2021;20:30;Rakow C.;Pogon Szczecin;UN 1.5 HT;0.7857;x;;;;;;;;;
TUR1;29/01/2021;14:00;Y. Malatyaspor;F. Karagumruk;OV 0.5 HT ;0.9000;;GG FT;0.7000;;;;;;;
TUR1;29/01/2021;17:00;Gaziantep;Galatasaray;OV 0.5 HT ;0.7000;;UN 1.5 HT;0.8000;x;;;;;;
AUT1;30/01/2021;17:00;R. Altach;Sturm Graz;UN 1.5 HT;0.8571;;;;;;;;;;
AUT1;30/01/2021;17:00;Ried;Admira Wacker;OV 0.5 HT ;10.000;;;;;;;;;;
BEL1;30/01/2021;18:30;Eupen;Mouscron;UN 1.5 HT;0.7917;x;;;;;;;;;
BEL1;30/01/2021;18:30;OH Leuven;Beerschot-Wil.;OV 0.5 HT ;0.7917;;;;;;;;;;
BEL1;30/01/2021;20:45;Kortrijk;Charleroi;OV 0.5 HT ;0.7308;x;;;;;;;;;
BRA2;30/01/2021;23:15;Botafogo SP;Operario PR;UN 1.5 HT;0.8333;x;;;;;;;;;
BRA2;30/01/2021;01:30;America MG;Avai;OV 0.5 HT ;0.7500;x;UN 1.5 HT;0.7778;;;;;;;
BRA2;30/01/2021;01:30;Brasil de P.;Vitoria;UN 1.5 HT;0.7778;x;;;;;;;;;
BRA2;30/01/2021;01:30;Chapecoense;Confianca;UN 1.5 HT;0.8056;x;UN 2.5 FT;0.7778;;;;;;;
BRA2;30/01/2021;01:30;Guarani;Juventude;OV 0.5 HT ;0.8056;x;;;;;;;;;
BRA2;30/01/2021;01:30;Parana;Cruzeiro;UN 1.5 HT;0.8333;x;UN 2.5 FT;0.7500;x;;;;;;
ENG1;30/01/2021;16:00;Crystal Palace;Wolverhampton;OV 0.5 HT ;0.7500;;;;;;;;;;
ENG1;30/01/2021;16:00;Manchester City;Sheffield Utd;OV 0.5 HT ;0.8000;x;;;;;;;;;
ENG1;30/01/2021;21:00;Southampton;Aston Villa;OV 0.5 HT ;0.8000;x;UN 1.5 HT;0.7000;x;;;;;;
ENG2;30/01/2021;13:30;Norwich City;Middlesbrough;UN 1.5 HT;0.7308;x;;;;;;;;;
ENG2;30/01/2021;16:00;Birmingham City;Coventry City;UN 1.5 HT;0.7692;;;;;;;;;;
ENG2;30/01/2021;16:00;Blackburn;Luton Town;UN 1.5 HT;0.7981;x;;;;;;;;;
ENG2;30/01/2021;16:00;Brentford;Wycombe;UN 1.5 HT;0.7008;;;;;;;;;;
ENG2;30/01/2021;16:00;Cardiff City;Millwall;UN 1.5 HT;0.7308;x;;;;;;;;;
ENG2;30/01/2021;16:00;Derby County;Bristol City;UN 1.5 HT;0.7596;x;UN 2.5 FT;0.7115;x;;;;;;
ENG2;30/01/2021;16:00;Huddersfield;Stoke City;UN 1.5 HT;0.7308;;;;;;;;;;
ENG2;30/01/2021;16:00;Nottm Forest;Barnsley;OV 0.5 HT ;0.7692;;UN 1.5 HT;0.7308;x;;;;;;
ENG2;30/01/2021;16:00;Sheffield Wed;Preston;UN 1.5 HT;0.7179;x;;;;;;;;;
ENG3;30/01/2021;14:00;Sunderland;Gillingham;OV 0.5 HT ;0.8258;x;;;;;;;;;
ENG3;30/01/2021;16:00;Hull City;Swindon Town;OV 0.5 HT ;0.8182;x;UN 1.5 HT;0.7727;x;;;;;;
ENG3;30/01/2021;16:00;Lincoln City;Doncaster;UN 1.5 HT;0.7500;x;;;;;;;;;
ENG3;30/01/2021;16:00;Oxford Utd;Fleetwood;UN 1.5 HT;0.7250;x;;;;;;;;;
ENG3;30/01/2021;16:00;Plymouth;Accrington;OV 0.5 HT ;0.8615;x;;;;;;;;;
ENG3;30/01/2021;16:00;Shrewsbury;Peterborough;OV 0.5 HT ;0.7222;;UN 1.5 HT;0.7917;x;;;;;;
ENG4;30/01/2021;14:00;Carlisle Utd;Exeter City;OV 0.5 HT ;0.9000;x;GG FT;0.7000;;;;;;;
ENG4;30/01/2021;16:00;Bolton;Leyton Orient;UN 1.5 HT;0.7803;x;;;;;;;;;
ENG4;30/01/2021;16:00;Bradford;Barrow;OV 0.5 HT ;0.7273;x;;;;;;;;;
ENG4;30/01/2021;16:00;Cambridge Utd;Crawley Town;UN 1.5 HT;0.7596;;;;;;;;;;
ENG4;30/01/2021;16:00;Grimsby;Stevenage;UN 1.5 HT;0.7008;x;;;;;;;;;
ENG4;30/01/2021;16:00;Harrogate;Newport;OV 0.5 HT ;0.7615;x;UN 1.5 HT;0.7077;;;;;;;
ENG4;30/01/2021;16:00;Morecambe;Tranmere;OV 0.5 HT ;0.7500;;UN 1.5 HT;0.7083;x;;;;;;
ENG4;30/01/2021;16:00;Oldham;Salford City;OV 0.5 HT ;0.7179;x;;;;;;;;;
ENG4;30/01/2021;16:00;Port Vale;Southend Utd;UN 1.5 HT;0.7168;;;;;;;;;;
ESP1;30/01/2021;14:00;Eibar;FC Sevilla;UN 1.5 HT;0.7500;x;UN 2.5 FT;0.7000;x;;;;;;
ESP1;30/01/2021;16:15;Real Madrid;Levante;UN 1.5 HT;0.7375;;;;;;;;;;
ESP1;30/01/2021;18:30;Valencia;Elche;OV 0.5 HT ;0.7875;x;UN 1.5 HT;0.7750;x;;;;;;
ESP1;30/01/2021;21:00;Villarreal;Real Sociedad;OV 0.5 HT ;0.7500;x;;;;;;;;;
ESP2;30/01/2021;16:00;Real Oviedo;Albacete;UN 1.5 HT;0.7273;x;;;;;;;;;
ESP2;30/01/2021;20:30;Mallorca;Girona;UN 1.5 HT;0.7727;x;NG FT;0.7273;x;;;;;;
FRA1;30/01/2021;17:00;Montpellier;Lens;OV 0.5 HT ;0.8636;x;;;;;;;;;
FRA2;30/01/2021;15:00;Toulouse;Clermont;UN 1.5 HT;0.7636;;;;;;;;;;
FRA2;30/01/2021;19:00;Ajaccio;Grenoble;UN 1.5 HT;0.8591;x;UN 2.5 FT;0.8091;;NG FT;0.7136;;;;
FRA2;30/01/2021;19:00;Amiens;Chateauroux;UN 1.5 HT;0.9000;x;UN 2.5 FT;0.8000;x;;;;;;
FRA2;30/01/2021;19:00;Chambly;Caen;OV 0.5 HT ;0.7182;x;UN 1.5 HT;0.8545;;;;;;;
FRA2;30/01/2021;19:00;Nancy;Paris FC;OV 0.5 HT ;0.7500;x;GG FT;0.7000;x;;;;;;
FRA2;30/01/2021;19:00;Niort;Le Havre;UN 1.5 HT;0.7525;x;;;;;;;;;
FRA2;30/01/2021;19:00;Rodez Aveyron;Sochaux;UN 1.5 HT;0.9045;x;;;;;;;;;
FRA2;30/01/2021;19:00;Valenciennes;USL Dunkerque;UN 1.5 HT;0.7500;x;;;;;;;;;
GER1;30/01/2021;15:30;Bayern Munich;Hoffenheim;OV 0.5 HT ;10.000;x;GG FT;0.7639;x;;;;;;
GER1;30/01/2021;15:30;Dortmund;FC Augsburg;UN 1.5 HT;0.8125;;;;;;;;;;
GER1;30/01/2021;15:30;E. Frankfurt;Hertha Berlin;UN 1.5 HT;0.7014;x;GG FT;0.7778;x;;;;;;
GER1;30/01/2021;15:30;Union Berlin;Monchengladbach;OV 0.5 HT ;0.8264;x;GG FT;0.7083;x;;;;;;
GER1;30/01/2021;15:30;Werder Bremen;Schalke 04;OV 0.5 HT ;0.8125;x;;;;;;;;;
GER1;30/01/2021;18:30;RB Leipzig;Leverkusen;OV 0.5 HT ;0.7222;;;;;;;;;;
GER2;30/01/2021;13:00;Hamburger SV;Paderborn;OV 0.5 HT ;0.7778;x;;;;;;;;;
GER2;30/01/2021;13:00;Holstein Kiel;Braunschweig;OV 0.5 HT ;0.7639;x;;;;;;;;;
GER2;30/01/2021;13:00;Regensburg;Darmstadt;UN 1.5 HT;0.7222;x;;;;;;;;;
GER3;30/01/2021;14:00;Kaiserslautern;Wehen Wiesbaden;UN 1.5 HT;0.7500;x;;;;;;;;;
GER3;30/01/2021;14:00;Turkgucu M.;Mannheim;OV 0.5 HT ;0.7091;x;UN 1.5 HT;0.7091;x;UN 2.5 FT;0.7091;x;;;
GER3;30/01/2021;14:00;Unterhaching;FC Ingolstadt;OV 0.5 HT ;0.8545;x;;;;;;;;;
GER6;30/01/2021;14:00;M'gladbach B;Bergisch Gladb.;UN 1.5 HT;0.8434;x;;;;;;;;;
GER6;30/01/2021;14:00;Oberhausen;Rodinghausen;UN 1.5 HT;0.8611;;;;;;;;;;
GER7;30/01/2021;14:00;Aalen;Hoffenheim B;OV 0.5 HT ;0.8000;x;UN 1.5 HT;0.7500;x;;;;;;
GER7;30/01/2021;14:00;Astoria Walld.;Balingen;UN 1.5 HT;0.8167;;;;;;;;;;
GER7;30/01/2021;14:00;Bahlinger;Grossaspach;OV 0.5 HT ;0.7875;;;;;;;;;;
GER7;30/01/2021;14:00;Elversberg;Bayern Alzenau;OV 0.5 HT ;0.8045;x;;;;;;;;;
GER7;30/01/2021;14:00;FSV Mainz B;Kickers Offenb.;UN 1.5 HT;0.7750;;;;;;;;;;
GER7;30/01/2021;14:00;Hessen Kassel;Giessen;OV 0.5 HT ;0.7250;x;UN 1.5 HT;0.7750;;;;;;;
GER7;30/01/2021;14:00;RW Koblenz;Freiburg B;OV 0.5 HT ;0.7389;;NG FT;0.7278;;;;;;;
GER7;30/01/2021;14:00;Schott Mainz;Pirmasens;OV 0.5 HT ;0.8333;x;;;;;;;;;
GER7;30/01/2021;14:00;Stadtallendorf;VfB Stuttgart B;OV 0.5 HT ;0.7386;x;UN 1.5 HT;0.7386;;NG FT;0.7557;;;;
ITA1;30/01/2021;15:00;Bologna;AC Milan;OV 0.5 HT ;0.9444;x;;;;;;;;;
ITA1;30/01/2021;18:00;Sampdoria;Juventus;OV 0.5 HT ;0.8889;x;GG FT;0.8333;;;;;;;
ITA1;30/01/2021;20:45;Inter Milan;Benevento;OV 0.5 HT ;0.7222;x;;;;;;;;;
ITA2;30/01/2021;14:00;Ascoli;Brescia;OV 0.5 HT ;0.7222;x;UN 1.5 HT;0.8333;x;;;;;;
